Article Count,Article ID,Publication Date,Title,Keywords,Abstract
132,36614854,2023-01-09,"Hashimoto Thyroiditis, but Not Hypothyroidism Due to Other Causes, Is Associated with Lower Phase Angle Score in Adult Women: A Pilot Cross-Sectional Study.","Hashimoto’s thyroiditis"", ""bioimpedance analysis"", ""hypothyroidism"", ""inflammation"", ""phase angle","In recent years, Hashimoto's thyroiditis (HT) has become one of the commonest autoimmune diseases. Its clinical symptoms include systemic manifestations related mainly, but not solely, to thyroid hormone deficiency. The bioimpedance phase angle (PhA) is a reliable indicator of nutritional as well as cellular health status. PhA is decreased not only in malnutrition, but also in many inflammatory diseases. The aim of this study was to assess the relationship between HT and PhA score.
In this cross-sectional study, we compared the anthropometric, laboratory and body composition parameters of 49 women with HT and 98 propensity-score-matched women without thyroid disease.
Females with HT had significantly lower PhA scores (5.78 ± 0.43) compared to women without a thyroid disorder (5.98 ± 0.49, 
Decreased PhA scores in patients with HT may indicate that the inflammatory process in this autoimmune disease has an influence on cellular health and on the function of the entire body. Such an association was not found in women with non-HT hypothyroidism."
133,36608381,2023-01-07,Perioperative outcomes in children with Hashimoto's thyroiditis undergoing total thyroidectomy.,"Complications"", ""Hashimoto's thyroiditis"", ""Hypocalcemia"", ""Hypoparathyroidism"", ""Pediatric thyroidectomy","Hashimoto's thyroiditis (HT) affects 1-2 % of the pediatric population. In adults with HT, thyroidectomy is considered challenging and prone to postoperative complications due to the chronic inflammatory process. However, the complications of thyroidectomy among children with HT have not been established. The objective of our study was to evaluate whether children with HT undergoing total thyroidectomy for presumed thyroid cancer have higher complication rates than children without HT.
A retrospective cohort study of children who underwent total thyroidectomy by high-volume pediatric otolaryngologists between 2014 and 2021.
111 patients met inclusion criteria, 15 of these were diagnosed with HT preoperatively. Operative time and length of admission were similar among the groups. Postoperatively, patients with HT were more likely to have low levels of parathyroid hormone (60 % vs 26 %, p = 0.014) and transient hypocalcemia compared to non-HT patients, present with symptomatic hypocalcemia (67 % vs 27 %, p = 0.006), demonstrate EKG changes (20 % vs 6.3 %, p = 0.035) within 24 h of surgery, and to require both oral and intravenous calcium supplements (80 % vs 35 %, p = 0.001 and 60 % vs 22 % p = 0.004 respectively). Persistent hypocalcemia at 6 months follow-up, and recurrent laryngeal nerve paralysis rates were similar between groups. Parathyroid tissue was found in the thyroid specimen of 9 (60 %) HT patients vs 34 (35 %) non-HT patients (p = 0.069).
The risk of permanent complications among children with HT following thyroidectomy is low. However, patients with HT are more likely to develop symptomatic transient hypocalcemia and to require oral and intravenous calcium supplements in the immediate post-operative period compared to non-HT patients. Tailoring a perioperative treatment protocol to optimize calcium levels may be considered for children with HT."
134,36578493,2022-12-30,The role behind the scenes of Tregs and Th17s in Hashimoto's thyroiditis: Toward a pivotal role of FOXP3 and BACH2.,"BACH2"", ""FOXP3"", ""Hashimoto’s thyroiditis"", ""autoimmunity"", ""imbalance Th17/Treg","In Hashimoto's thyroiditis (HT), the genetic bases play a central role in determining development of the disease. In particular, the most frequent genes involved in the onset of HT are the Human Leukocyte Antigen ("
135,36567281,2022-12-26,Assessment of Cerebral Arterial Flow Volume Changes with Carotid Vertebral Artery Duplex Doppler Ultrasound in Young-Middle-aged Subclinical Hashimoto Thyroiditis Patients.,"Cerebral arterial flow volume"", ""carotid doppler"", ""hashimoto"", ""thyroiditis","To demonstrate cerebral arterial flow volume changes during the hypothyroid, euthyroid, and hyperthyroid phases and comparing between laboratory findings and cerebral arterial flow changes with carotid-vertebral duplex Doppler ultrasound (CVA-DUSG) in subclinical Hashimoto thyroiditis (HT) patients.
According to the TSH level, 3 groups were constructed between patient cases. Group 1 (n=29) was the subclinical hyperthyroid group. In this group, the TSH level was between 0.0005 and 0.3 IU/ml. Group 2 (n=175) was the euthyroid group. TSH level in this group was between 0.3 and 4.2 IU/ml. Group 3 (n=76) was the subclinical hypothyroid group. In this group, the TSH level was above 4.2 IU/ml. The control-group (group 4) (n=71) included healthy people. In this group, the TSH level was between 0.3 and 4.2 IU/ml. After obtaining at least three consecutive waves from the bilateral internal cerebral artery and bilateral vertebral artery, volume flows were calculated using CVA-DUSG. Volume flows were calculated as peak systolic velocity + end diastolic velocity/2 × mean arterial diameter. The mean ICA(Internal Carotid Artery) and VA(Vertebral Artery) diameter was measured per ICA and VA. Total cerebral artery flow volume was defined as right ICA + right VA flow volume and left ICA + left VA flow volume. We also demonstrated topographic cerebral artery blood flow changes. Total ICA flow volume was used to assess the anterior part of the brain, total VA flow volume was used to evaluate the posterior part of the brain, right ICA + right VA flow volume was used to assess the right part of the brain, and left ICA + left VA flow volume was used to verify the left part of the brain.
There were significant differences between RVA(Right Vertebral Artery) flow volume, LICA (Left Internal Carotid Artery) flow volume, total flow volume, TSH, and T3 and T4 levels in all groups according to the Dunn's multiple comparison test.(p<0.001) Mean TSH level was 0.03 (0.005-0.06) IU/ml in group 1, 2.8 (1.8-3.97) IU/ml in group 2, 7.32 (6.14-9.93) IU/ml in group 3, and 1.76 (1.17-2.49) IU/ml in the control group. The mean T3 level was 4.18 (3.55-5.38) in group 1, 2.88 (2.63-3.16) in group 2, 2.82 (2.49-3.15) in group 3, 3.14 (2.92-3.15) in the control group. The mean T4 level was 1.92 (1.29-2.5) in group 1, 1.16(1.03-1.31) in group 2, 1.01 (0.91-1.16) in group 3, 1.12 (0.97-1.30) in the control group (group 4). Mean total flow volume was 793 (745-898) ml/min in group 1, 742 (684.25-822.5) ml/min in group 2, 747 (692-824) ml/min in group 3, and 700 (673-675) ml/min in the control group. We also demonstrated topographic cerebral arterial volume flow changes with CVA-DUSG. There was a significant difference among all groups in the right and anterior parts of the brain (p < 0.001), and there was a significant difference between groups 1 and 4 in the left part of the brain (p = 0.009).
This study demonstrated that total cerebral arterial volume flow increased in the hyperthyroid phase of subclinical HT cases without any internal carotid and vertebral artery diameter changes compared with the euthyroid and hypothyroid phases of subclinical HT and healthy cases. We also verified topographic cerebral arterial blood flow changes in subclinical HT cases with a real-time, easily applicable modality (CVA-DUSG) that does not include X-ray or contrast agents. There was a significant difference between all groups in the right and anterior parts of the brain and there was a significant difference between groups 1 and 4 in the left part of the brain."
136,36566415,2022-12-26,Acute Hypokalemic Paralysis And Hashimoto's Thyroiditisa.,"Acute hypokalemic paralysis; Distal renal tubular acidosis"", ""Paralysis; dRTA, Hypothyroidism",Acute hypokalemic paralysis (AHP) is a life-threatening emergency. It is exceptionally unusual for hypothyroidism to present with AHP. This association can be either primary or secondary through distal renal tubular acidosis. We report two cases who presented with acute quadriplegia. The succeeding investigations revealed severe hypokalemia and autoimmune hypothyroidism. The second case was found to have Sjogren's syndrome additionally. The underlying aetiology of hypokalemia in both cases was found to be dRTA. The combination of such conditions is reported sporadically. Here we also discuss the potential association of AHP with autoimmune conditions by proxy through dRTA.
137,36564707,2022-12-24,Analysis of gut microbiota diversity in Hashimoto's thyroiditis patients.,"16S rDNA"", ""Biomarkers"", ""Gut microbiota"", ""Hashimoto’s thyroiditis"", ""High-throughput sequencing","Hashimoto's thyroiditis (HT) is an autoimmune disease. Recent studies have found that the gut microbiota may play an important role in inducing HT, but there are no systematic studies on the changes in the gut microbiota during the development of HT.
In this study, 16S rDNA high-throughput sequencing technology in combination with the Kruskal-Wallis test, CCA/RDA analysis, Spearman correlation analysis, and other statistical methods were used to analyze the effects of age, gender, hormones, and other environmental factors on gut microbiota by comparing the differences in the microbiota at different stages of HT development.
The results showed that there were differences in the gut microbiota composition between healthy people (HCA) and in patients with HT. Lachnoclostridium, Bilophila, and Klebsiella were enriched in the HCA group, while Akkermansia, Lachnospiraceae, Bifidobacterium, Shuttleia, and Clostriworthdia were enriched in the HT group. Environmental factors analysis revealed that the Bifidobacterium and Klebsiella were two groups of bacteria that have undergone dramatic changes in HCA and HT, and mainly affected by gender. Romboutsia and Haemophilus regulated by the hormone of free triiodothyronine (FT3) may promote the development of HT, while Faecalibacterium and Lachnospiraceae regulated by free thyroxine (FT4) may protect the host.
Comprehensive studies have shown that gender is an important factor affecting gut microbial composition, but with the development of HT, hormones, age, and TSH begin to become dominant factors."
138,36534327,2022-12-20,Prognostic value of the preoperative and early trends in postoperative serum thyroglobulin antibody levels among patients with papillary thyroid carcinoma and concomitant Hashimoto's thyroiditis.,"Hashimoto’s thyroiditis"", ""Papillary thyroid carcinoma"", ""Recurrence"", ""Thyroglobulin antibody","Thyroglobulin antibody(TgAb) was generally used as a prognostic marker of papillary thyroid cancer(PTC) only after total thyroidectomy, but its value in PTC patients with concomitant Hashimoto's thyroiditis(HT) is unclear. We aimed to assess the prognostic significance of the serum TgAb in these patients.
This retrospective cohort study included PTC patients and pathologically proven HT from 2007-2016. The Cox proportional hazards model with restricted cubic spline was used to analyze the association between TgAb and structural recurrence, and then survival analysis was performed.
Of 839 patients enrolled, 48 recurrences were identified during a median follow-up of 64 months. Macrocarcinoma and lymph node metastasis were significantly associated with higher TgAb (P = 0.006, 0.002), but no significant difference was found for any other characteristics. An increasing preoperative TgAb level up to 2000 IU/ml was associated with shorter recurrence-free survival(RFS) (P < 0.001), and the 5-year RFS rates in patients with TgAb ≤400, 400-800 and >800 IU/ml were 97.3%, 93.2% and 85.8%, respectively (P < 0.05). The difference was found even after adjusting for potential risk factors (P < 0.001). Of 337 PTC patients who were treated with lobectomy and had available TgAb data at the first year after surgery, a significant decrease (≥50%) in postoperative TgAb was achieved in 41.8% patients, who had a favorable prognosis compared with others (5-year RFS rate 98.5% vs. 92.0%, P = 0.008).
The preoperative serum TgAb seem to effectively stratify PTC patients with concomitant HT who had high risk for recurrence, and the early postoperative trends of TgAb was a good prognostic marker for these patients who treated with lobectomy."
139,36520374,2022-12-16,[Observations on the influence of trauma-centered psychotherapy with EMDR therapy on somatic comorbidities using the example of Hashimoto's autoimmune thyroiditis].,"EMDR therapy"", ""Hashimoto's autoimmune thyroiditis"", ""posttraumatic disorder"", ""trauma-focused psychotherapy","Results of modern research show a relationship between emotional stress and the occurrence of autoimmune diseases as a comorbidity. The authors use EMDR therapy (Eye Movement Desensitization and Reprocessing) to treat trauma disorders. They wondered whether and to what extent this treatment also affects autoimmune processes.
Parallel to the trauma-focused psychotherapy with EMDR, the thyroid hormone substitution dose was documented in patients with active Hashimoto's autoimmune thyroiditis requiring substitution. Hashimoto's autoimmune thyroiditis had already been diagnosed by a specialist and drug treatment had been initiated before starting outpatient psychotherapy.
So far in five cases a decrease in autoimmune activity and a stability of the results in the follow-up between six months and one year could be observed. It is now necessary to examine whether these results can be confirmed in a larger number of patients and a diversity of therapists and whether these observations can be transferred to other somatic comorbidities.
Hintergrund: Ergebnisse moderner Forschung zeigen einen Zusammenhang zwischen emotionalem Stress und dem Auftreten von Autoimmunerkrankungen als Komorbidität. Die Autorinnen setzen zur Behandlung von Traumafolgestörungen die EMDR-Therapie (Eye Movement Desensitization and Reprocessing) ein. Sie fragten sich, ob und inwieweit diese Behandlung auch auf Autoimmunprozesse wirkt.
Parallel zur traumafokussierten Psychotherapie mit EMDR wurde bei Patientinnen und Patienten mit einer floriden substitutionsbedürftigen Autoimmunthyreoiditis Hashimoto die Schilddrüsenhormon-Substitutionsdosis dokumentiert. Die Autoimmunthyreoiditis Hashimoto war bereits vor Aufnahme der ambulanten Psychotherapie fachärztlicherseits diagnostiziert und eine medikamentöse Behandlung initiiert worden.Ergebnisse und Schlussfolgerung: Bisher konnte in fünf Fällen ein Rückgang der Autoimmunaktivität und eine Ergebnisstabilität in der Katamnese zwischen sechs Monaten und einem Jahr beobachtet werden. Nun gilt es zu prüfen, ob sich diese Ergebnisse bei einer größeren Anzahl von Patientinnen und Patienten und einer Diversität von Therapeutinnen und Therapeuten bestätigen lassen und ob diese Beobachtungen auf weitere somatische Komorbiditäten übertragen werden können.Schlüsselwörter: EMDR-Therapie, traumazentrierte Psychotherapie, Autoimmunthyreoiditis Hashimoto, posttraumatische BelastungsstörungEingereicht am 14.07.2022 - Revision akzeptiert am 04.10.2022."
140,36519650,2022-12-16,The function of the vestibular organ in Hashimoto's thyroiditis.,"Hashimoto’s thyroiditis"", ""vertigo","The aim of the study was to identify the prognostic factors and the relationship between vertigo and the results of objective assessment of the vestibular organ and the levels of thyroid status in patients with Hashimoto's thyroiditis.
The study population consisted of 28 women with Hashimoto's thyroiditis and coexisting chronic vertigo. In all patients, audiological assessment of hearing (tonal audiometry and impedance audiometry), Dix-Hallpike manoeuvre, caloric test, and kinetic tests (rotary chair test and swing chair test) were evaluated. Thyroid hormone levels [thyroid-stimulating hormone (TSH), free thyroxine (FT4)] and thyroid antibodies [autoantibodies against thyroid peroxidase (anti-TPO) and thyroglobulin (anti-TG)] were determined. The relationships between age, weight, height, and BMI and the results of the objective assessment of the vestibular organ were calculated.
In the study group the mean age was 48 years and the mean BMI was 26.425. Normal hearing was found in 15 patients (54%). BPPV (n = 19), followed by Meniere's disease (n = 7) and vestibular neuronitis (n = 2), were the causes of chronic vertigo in this group of patients. The analysis of the objective assessment of the vestibular organ showed decreased excitability of the labyrinth in 15 patients (54%). Twenty-four patients presented with normal TSH and FT4 levels (85%). All patients presented with elevated anti-TPO and anti-TG levels.
No correlation was found between age, weight, height, BMI, and the results of thyroid function tests or the assessment of the vestibular organ. We did not confirm the negative influence of thyroid levels or the increase in thyroid antibodies on the abnormal results of the rotary chair test or the caloric test."
141,36515869,2022-12-15,"The association between dietary selenium intake and Hashimoto's thyroiditis among US adults: National Health and Nutrition Examination Survey (NHANES), 2007-2012.","Dietary selenium intake"", ""Hashimoto’s thyroiditis"", ""National health and nutrition examination"", ""Survey (NHANES)"", ""Thyroglobulin antibody"", ""Thyroid peroxidase antibody"", ""XGBoost","Selenium has been shown to influence the pathological processes and physiological functions of thyroid. Although growing evidence has shown that selenium can improve the treatment of Hashimoto's thyroiditis (HT), there is a need to evaluate the association between dietary selenium intake and HT in a large cross-sectional study. This study explored the association between dietary selenium intake and HT based on the National Health reand Nutrition Examination Survey (NHANES) database (2007-2012).
A total of 8756 of 30,442 participants were included in the study. Dietary selenium intake was the independent variable, while HT was the dependent variable. In addition, the relative importance of the selected variables was determined using the XGBoost model. A smooth curve was constructed based on the fully adjusted model to investigate the potential linear relationship between dietary selenium intake and HT. Smooth curves were also constructed to explore the linear/non-linear relationship between dietary selenium intake and thyroid peroxidase antibody (TPOAb)/ thyroglobulin antibody (TgAb).
The mean age of the enrolled participants was 44.35 years (± 20.92). The risk of HT was significantly reduced by a 35% per-unit increase in dietary selenium intake after fully adjusting for covariates according to the model (log2-transformed data; OR 0.65; 95% CI 0.51, 0.83). The XGBoost model revealed that dietary selenium intake was the most important variable associated with Hashimoto's thyroiditis. Dietary selenium intake (Log2-transformed) was negatively correlated with TPOAb levels [- 16.42 (- 22.18, - 10.65), P < 0.0001], while a non-linear relationship was observed between dietary selenium intake and TgAb with an inflection point of 6.58 (95.67 μg, Log2-transformed).
Dietary selenium intake is independently and inversely associated with HT risk. Moreover, dietary selenium intake is negatively correlated with TPOAb levels and non-linearly correlated with TGAb levels. Therefore, dietary selenium intake may be a safe and low-cost alternative for the prevention and treatment of HT."
142,36509987,2022-12-13,How does Hashimoto's thyroiditis affect bone metabolism?,"Autoimmune diseases"", ""Bone metabolism"", ""Hashimoto’s thyroiditis"", ""Osteoimmunology","Bone marrow contains resident cellular components that are not only involved in bone maintenance but also regulate hematopoiesis and immune responses. The immune system and bone interact with each other, coined osteoimmunology. Hashimoto's thyroiditis (HT) is one of the most common chronic autoimmune diseases which is accompanied by lymphocytic infiltration. It shows elevating thyroid autoantibody levels at an early stage and progresses to thyroid dysfunction ultimately. Different effects exert on bone metabolism during different phases of HT. In this review, we summarized the mechanisms of the long-term effects of HT on bone and the relationship between thyroid autoimmunity and osteoimmunology. For patients with HT, the bone is affected not only by thyroid function and the value of TSH, but also by the setting of the autoimmune background. The autoimmune background implies a breakdown of the mechanisms that control self-reactive system, featuring abnormal immune activation and presence of autoantibodies. The etiology of thyroid autoimmunity and osteoimmunology is complex and involves a number of immune cells, cytokines and chemokines, which regulate the pathogenesis of HT and osteoporosis at the same time, and have potential to affect each other. In addition, vitamin D works as a potent immunomodulator to influence both thyroid immunity and osteoimmunology. We conclude that HT affects bone metabolism at least through endocrine and immune pathways."
143,36509627,2022-12-13,Diagnostic role of thyroid elastography in pediatric patients with Hashimoto's thyroiditis and Graves' disease: A prospective controlled study.,"Elastography"", ""Graves' disease"", ""Hashimoto's thyroiditis","Hashimoto's thyroiditis and Graves' disease are autoimmune diseases of the thyroid gland, and both diseases are diagnosed with ultrasound findings and autoantibody height. However, ultrasound (US) findings may be normal in both diseases rarely. In some pediatric studies, it was reported that shear wave velocity values in autoimmune thyroiditis were significantly higher than normal thyroid parenchyma and it was recommended to be used as a diagnostic method. Our study will address the evaluation of patients with Hashimoto's thyroiditis and Graves' disease by thyroid elastography and the role of this method in diagnosis.
28 patients with Hashimoto's thyroiditis, 20 patients with Graves' disease and 40 healthy controls were enrolled in our study prospectively. Thyroid Elastography and US were applied to all patients.
In US, Hashimoto's thyroiditis had a hypoechoic echo pattern compared to graves' disease (p < 0.05). When shear wave velocity (SWV) value of children with Hashimoto's thyroiditis and Graves' disease were compared with the control group, thyroid tissue showed more stiffness in both disease groups (p = 0.001). When SWV values were compared between Hashimoto's thyroiditis and Graves' disease, there was no statistically significant difference (p = 0.73).
SWV values were found to be higher in children with Hashimoto's thyroiditis and Graves' disease compared to the control group and contributes to the diagnosis of these diseases. However, the elastography technique alone is not sufficient to differentiate. Hashimoto's thyroiditis and Graves' disease."
144,36506504,2022-12-13,Clinical efficacy of Bupleurum inula flower soup for immune damage intervention in Hashimoto's thyroiditis: A placebo-controlled randomized trial.,"Hashimoto’s thyroiditis"", ""immune damage"", ""quality of life"", ""thyroid autoantibody"", ""traditional Chinese medicine",
145,36499407,2022-12-12,Selective Silencing of Disease-Associated B Lymphocytes from Hashimoto's Thyroiditis Patients by Chimeric Protein Molecules.,"Hashimoto’s thyroiditis"", ""autoimmunity"", ""protein chimeric molecules","Hashimoto's thyroiditis is one of the most common endocrine disorders, affecting up to 20% of the adult population. No treatment or prevention exists except hormonal substitution for hypothyroidism. We hypothesize that it may be possible to selectively suppress anti-thyroglobulin (Tg) IgG antibody-producing B lymphocytes from HT patients by a chimeric protein molecule containing a monoclonal antibody specific for the human inhibitory receptor CR1, coupled to peptide epitopes derived from Tg protein. We expect that this treatment will down-regulate B-cell autoreactivity by delivering a strong inhibitory signal. Three peptides-two epitope-predicted ones derived from Tg and another irrelevant peptide-were synthesized and then coupled with monoclonal anti-human CR1 antibody to construct three chimeric molecules. The binding to CD35 on human B cells and the effects of the chimeric constructs on PBMC and TMC from patients with HT were tested using flow cytometry, ELISpot assay, and immunoenzyme methods. We found that after the chemical conjugation, all chimeras retained their receptor-binding capacity, and the Tg epitopes could be recognized by anti-Tg autoantibodies in the patients' sera. This treatment downregulated B-cell autoreactivity and cell proliferation, inhibited Tg-specific B-cell differentiation to plasmablasts and promoted apoptosis to the targeted cells. The treatment of PBMCs from HT patients with Tg-epitope-carrying chimeric molecules affects the activity of Tg-specific autoreactive B lymphocytes, delivering to them a strong suppressive signal."
146,36470344,2022-12-06,Clinical significance of elevated serum IL-36γ levels in patients with early-stage Hashimoto's thyroiditis.,"Hashimoto's thyroiditis"", ""Interleukin-36"", ""Thyroid globulin antibody"", ""Thyroid peroxidase antibody"", ""Thyroid-stimulating hormone","Hashimoto's thyroiditis (HT) is the predominant cause of primary hypothyroidism. Interleukin (IL)-36γ is a member of the IL-36 family. Recently, IL-36γ was shown to possess proinflammatory properties in autoimmune diseases. However, the role of IL-36γ in HT is insufficiently understood. The purpose of the present study was to investigate the potential relationship between IL-36γ and HT.
We included 100 subjects, among whom, 52 had early-stage HT and 48 were healthy controls (HC). The subjects' basic clinical information was obtained through physical examination and clinical histories of signs and symptoms. Thyroid function and measurements of thyroid-stimulating hormone (TSH), free triiodothyronine 3, free triiodothyronine 4 (FT4), thyroid peroxidase antibody (TPO-Ab), and thyroid globulin antibody were measured using a fully automated chemiluminescent immunoassay analyzer. The expression levels of serum IL-36γ were determined using an enzyme-linked immunosorbent assay.
The serum IL-36γ level in the HT group was significantly higher compared with that of the HC group [91.91 (67.52, 130.90) pg/mL vs 62.50 (44.61, 91.53) pg/mL, P < 0.0001]. Correlation analysis showed a negative correlation between serum IL-36γ and TPO-Ab titers in the HT group (r = -0.3507, P = 0.0054). According to receiver operating characteristic curve analysis, the area under the curve (AUC) for IL-36γ was 0.7278 (P < 0.0001), and the AUC for IL-36γ combined with TSH and FT4 was 0.8109 (P < 0.0001).
The present study indicates that serum IL-36γ expression is increased in patients with HT and negatively correlates with TPO-Ab. Our findings suggest that IL-36γ may be involved in the development of HT and may therefore serve as a potential new diagnostic biomarker for HT."
147,36453744,2022-12-02,Disappearance of anti-thyroglobulin antibodies from the cerebrospinal fluid in parallel with neurological improvement during treatment for Hashimoto's encephalopathy.,"Hashimoto’s encephalopathy"", ""CSF thyroid antibodies","Abnormal elevation of thyroid antibodies in the CSF is observed in 62-75% of Hashimoto's encephalopathy cases. However, the relationship between CSF thyroid antibody levels and response to therapy has been poorly evaluated. We report the case of a 68-year-old man with Hashimoto's encephalopathy, in whom there was a relation between the favorable clinical outcome and the disappearance of antithyroid antibodies from the CSF and a decrease in serum thyroid antibodies.
Une élévation anormale des anticorps thyroïdiens dans le LCR est observée dans 62 à 75 % des cas d’encéphalopathie de Hashimoto. Cependant, la relation entre les niveaux d’anticorps thyroïdiens dans le LCR et la réponse au traitement a été rarement évaluée. Nous rapportons le cas d’un homme de 68 ans atteint d’encéphalopathie de Hashimoto, chez qui l’évolution clinique favorable sous traitement était associée à la disparition des anticorps antithyroïdiens du LCR et une diminution des anticorps thyroïdiens sériques."
148,36452636,2022-12-02,Correction to: Role of Total Thyroidectomy in Painful (Symptomatic) Hashimoto's Thyroiditis: Descriptive Study.,N/A,[This corrects the article DOI: 10.1007/s12070-020-02114-2.].
149,36434424,2022-11-27,"Evaluation of IL-10, MCP-1, IFN gamma, and protectin D1 levels in patients with Hashimoto's thyroiditis.","Hashimoto’s thyroiditis"", ""Interferon gamma"", ""Interleukin-10"", ""Monocyte chemoattractant protein-1"", ""Protectin D1","Hashimoto's thyroiditis (HT) is one of the most prevalent autoimmune endocrine diseases and caused by the loss of immune tolerance for the thyroid gland. Many pathophysiological mechanisms were speculated about the development of HT. In our study, we aimed to reveal the relationship between HT and IL-10, MCP-1, IFNɤ, and PD1 levels and compare them with control subjects.
We collected 37 patients with HT and 25 controls referred to our outpatient clinic. The diagnosis of HT was based on the detection of circulating antibodies to thyroid antigens and decreasing echogenicity on thyroid USG in patients with appropriate clinical characteristics. Serum IL-10, MCP-1, IFNɤ, and PD1 levels were detected using an ELISA KIT (96 T) method according to the manufacturer's instructions.
All subjects were euthyroid (median TSH level was 1.68 mU/L in HT vs 1.83 mU/L in the controls, p = 0.672). Twenty-three of 37 patients with HT were taking L-thyroxin replacement. Levels of serum IL-10, IFNɤ, and PD1 in patients with HT were higher than the controls, but the differences were not statistically significant (p = 0.393, p = 0.495, and p = 0.052 respectively). The serum levels of MCP-1 in HT patients were statistically different and higher than the controls (p = 0.018). Correlation analysis displayed significant associations between IL-10, MCP-1, IFNɤ, and PD1 levels.
Our study demonstrated that serum MCP-1 levels in HT patients were significantly increased; on the other hand, significant difference was not found between HT patients and the controls in terms of serum IL-10, IFNɤ, and PD1 levels."
150,36404253,2022-11-21,A retrospective study of papillary thyroid carcinoma: Hashimoto's thyroiditis as a protective biomarker for lymph node metastasis.,"Central lymph node metastasis"", ""Hashimoto's thyroiditis"", ""Lateral lymph node metastasis"", ""Papillary thyroid carcinoma"", ""Risk factor","There is approximately 10%-50% of papillary thyroid carcinoma (PTC) patients with Hashimoto's thyroiditis (HT). In this research, we sought to better understand the role of HT in PTC progression as well as lymph node metastasis.
It is a retrospective and cross-sectional study, and 4131 PTC patients who underwent thyroidectomy were finally enrolled. Chi-square test, univariate and multivariate logistic regression analyses were employed to evaluate both the risk factors and the critical roles of HT during PTC metastasis.
In this cohort, 1555 patients (37.6%) were diagnosed with HT. According to multivariate analysis, male sex, high levels of TG and TPOAb, tumor extrathyroidal extension, maximum diameter >1 cm, and multifocality were independent risk factors for both central lymph node metastasis (CLNM) and lateral lymph node metastasis (LLNM). In addition, age <55 years and smoking were risk factors for CLNM, while CLNM was one of the risk factors for LLNM. Furthermore, HT was suggested a valuable protective factor for both CLNM and LLNM. In patients with HT, the total number of central lymph nodes was higher, while the positive rate was lower. Compared with those without HT, age and sex did not predict CLNM and LLNM in patients with HT.
HT is considered a protective factor for both CLNM and LLNM in PTC. For patients with HT, surgeons should pay more attention to the preservation of parathyroid gland and the protection of recurrent laryngeal nerve due to less lymph node metastasis. Otherwise, radical operation is highly recommended."
151,36398316,2022-11-19,Saikosaponin-d Attenuates Hashimoto's Thyroiditis by Regulating Macrophage Polarization.,N/A,"Hashimoto's thyroiditis (HT) is one of the most common clinical autoimmune diseases. Recent studies have found that HT pathogenesis is associated with macrophage polarization. Saikosaponin-d (SSd) is an active component in the Chinese medicine Bupleurum, which has anti-inflammatory and immunomodulatory effects. The purpose of this study was to verify the therapeutic effect of SSd on HT and to investigate the regulatory effect of SSd on macrophage polarization in HT.
Network pharmacology analysis was used to predict the relevant targets and signaling pathways of SSd for HT treatment. The therapeutic effect of SSd on HT model mice and the effect on macrophage polarization were detected by animal experiment.
Network pharmacological analysis showed that SSd can alleviate HT against multiple targets such as IL-6 and IL-10 and can act on macrophage polarization-related signaling pathways such as MAPK and JAK-STAT signaling pathways. Animal experiments showed that SSd intervention attenuated the lymphocytic infiltration in thyroid tissues of HT mice (
SSd treatment can regulate Th1/Th2 and Th17/Treg imbalances and reduce the severity of HT in mice by promoting the polarization of M2 macrophages."
152,36389794,2022-11-18,Case report: Hashimoto's thyroiditis after CD19 chimeric antigen receptor T-cell therapy.,"CAR T"", ""TgAb"", ""irAEs"", ""lyphoma"", ""thyroditis","Chimeric antigen receptor (CAR)-T cell therapy is a novel cell therapeutic approach that is increasingly being used to treat patients with relapsed refractory B-cell lymphoma. Despite the efficacy of CAR T cell therapy, it has various adverse effects that can affect any organ in the body. The application of immune checkpoint inhibitors such as programmed death 1 (PD-1), programmed death ligand 1 (PDL-1), and cytotoxic T-lymphocyte antigen 4 (CTLA-4) antibodies has previously been reported to be associated with immune-related adverse events such as thyroid dysfunction and thyroiditis. Reports of immune-related adverse reactions after CAR T therapy are currently extremely rare, with only one case of a cytokine storm (CRS) combined with severe arthritis in a patient with ALL after treatment. Here, we describe two cases of Hashimoto's thyroiditis secondary to CAR T therapy. Two patients with relapsed refractory diffuse large B-cell lymphoma developed elevated peroxidase and globulin antibodies secondary to CAR-T cell therapy and developed Hashimoto's thyroiditis. Complete remission was achieved in two patients at 1 and 3 months after CAR-T cell therapy. The inflammation of the thyroid tissue may be directly or indirectly related to CAR T cell therapy, and the mechanisms needs to be further investigated."
